title,genre
Star Trek III: The Search for Spock (1984),Action Adventure Sci-Fi
Con Air (1997),Action Adventure Thriller
Conan the Destroyer (1984),Action Adventure Fantasy
Batman Returns (1992),Action Crime
Romeo Is Bleeding (1993),Crime Thriller
City Hall (1996),Drama Thriller
Sirens (1994),Drama
Gladiator (2000),Action Adventure Drama
Exit Through the Gift Shop (2010),Comedy Documentary
American Made (2017),Crime Thriller
Treasure Planet (2002),Adventure Animation Children Sci-Fi IMAX
V/H/S: Viral (2014),Horror Thriller
Nine Months (1995),Comedy Romance
Grumpier Old Men (1995),Comedy Romance
Open Season (2006),Adventure Animation Children Comedy IMAX
Addams Family Values (1993),Children Comedy Fantasy
Gilda (1946),Drama Film-Noir Mystery Romance
Terms of Endearment (1983),Comedy Drama
For Love or Money (1993),Comedy Romance
"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",Adventure Animation Drama Mystery Sci-Fi
Ransom (1996),Crime Thriller
Hunger (2008),Drama
"Da Vinci Code, The (2006)",Drama Mystery Thriller
Spider-Man 2 (2004),Action Adventure Sci-Fi IMAX
Son of Flubber (1963),Children Comedy
Top Hat (1935),Comedy Musical Romance
Final Fantasy: The Spirits Within (2001),Adventure Animation Fantasy Sci-Fi
Star Wars: Episode VII - The Force Awakens (2015),Action Adventure Fantasy Sci-Fi IMAX
Scream (1996),Comedy Horror Mystery Thriller
Broken Arrow (1996),Action Adventure Thriller
Very Bad Things (1998),Comedy Crime
"Silence of the Lambs, The (1991)",Crime Horror Thriller
"Trip to Bountiful, The (1985)",Drama
Horrible Bosses (2011),Comedy Crime
Sgt. Bilko (1996),Comedy
Requiem for a Dream (2000),Drama
Ender's Game (2013),Action Adventure Sci-Fi IMAX
Iron Sky (2012),Action Comedy Sci-Fi
"Social Network, The (2010)",Drama
"Sixth Sense, The (1999)",Drama Horror Mystery
"Croods, The (2013)",Adventure Animation Comedy
Bedazzled (2000),Comedy
Michael (1996),Comedy Drama Fantasy Romance
Steamboat Willie (1928),Animation Children Comedy Musical
Argo (2012),Drama Thriller
And Your Mother Too (Y tu mamá también) (2001),Drama Romance
Kurt & Courtney (1998),Documentary
101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure Animation Children
Mr. Holland's Opus (1995),Drama
"Others, The (2001)",Drama Horror Mystery Thriller
Ball of Fire (1941),Comedy Romance
Deconstructing Harry (1997),Comedy Drama
Arrival (2016),Sci-Fi
Beverly Hills Cop II (1987),Action Comedy Crime Thriller
Local Hero (1983),Comedy
Batman & Robin (1997),Action Adventure Fantasy Thriller
Gangs of New York (2002),Crime Drama
City of Angels (1998),Drama Fantasy Romance
"Blues Brothers, The (1980)",Action Comedy Musical
There's Something About Mary (1998),Comedy Romance
Twin Peaks: Fire Walk with Me (1992),Crime Drama Mystery Thriller
"Name of the Rose, The (Name der Rose, Der) (1986)",Crime Drama Mystery Thriller
Princess Mononoke (Mononoke-hime) (1997),Action Adventure Animation Drama Fantasy
"Last Samurai, The (2003)",Action Adventure Drama War
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure Children Fantasy
Less Than Zero (1987),Drama
Michael Jackson's This Is It (2009),Documentary Musical IMAX
In the Name of the Father (1993),Drama
"Tuskegee Airmen, The (1995)",Drama War
"A-Team, The (2010)",Action Comedy Thriller
F/X (1986),Action Crime Thriller
O (2001),Drama
Alien: Resurrection (1997),Action Horror Sci-Fi
Guardians of the Galaxy 2 (2017),Action Adventure Sci-Fi
"American Tail: Fievel Goes West, An (1991)",Adventure Animation Children Musical Western
This Is the End (2013),Action Comedy
Junior (1994),Comedy Sci-Fi
Catch Me If You Can (2002),Crime Drama
Watership Down (1978),Adventure Animation Children Drama Fantasy
Rocky II (1979),Action Drama
"Breakfast Club, The (1985)",Comedy Drama
Ghost Dog: The Way of the Samurai (1999),Crime Drama
"Client, The (1994)",Drama Mystery Thriller
Blow-Up (Blowup) (1966),Drama Mystery
Star Trek Beyond (2016),Action Adventure Sci-Fi
Tangled (2010),Animation Children Comedy Fantasy Musical Romance IMAX
Executive Decision (1996),Action Adventure Thriller
Open Range (2003),Western
"Man Who Knew Too Much, The (1934)",Drama Thriller
Gattaca (1997),Drama Sci-Fi Thriller
Being John Malkovich (1999),Comedy Drama Fantasy
Magnolia (1999),Drama
"6th Day, The (2000)",Action Sci-Fi Thriller
"Limey, The (1999)",Crime Drama Thriller
"Handmaid's Tale, The (1990)",Drama Sci-Fi
"Color Purple, The (1985)",Drama
Shallow Grave (1994),Comedy Drama Thriller
"Bourne Supremacy, The (2004)",Action Crime Thriller
Adaptation (2002),Comedy Drama Romance
Death Race (2008),Action Adventure Sci-Fi Thriller
Bill & Ted's Bogus Journey (1991),Adventure Comedy Fantasy Sci-Fi
Drive (2011),Crime Drama Film-Noir Thriller
"Streetcar Named Desire, A (1951)",Drama
Wall Street: Money Never Sleeps (2010),Drama
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children Comedy Fantasy
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure Children Fantasy
Saw II (2005),Horror Thriller
Rampage (2018),Action Adventure Sci-Fi
Baby Boy (2001),Crime Drama
North by Northwest (1959),Action Adventure Mystery Romance Thriller
"Hobbit: An Unexpected Journey, The (2012)",Adventure Fantasy IMAX
Willow (1988),Action Adventure Fantasy
"Expendables, The (2010)",Action Adventure Thriller
Against All Odds (1984),Romance
Citizen Kane (1941),Drama Mystery
Blade (1998),Action Horror Thriller
"Hurt Locker, The (2008)",Action Drama Thriller War
Watchmen (2009),Action Drama Mystery Sci-Fi Thriller IMAX
Hackers (1995),Action Adventure Crime Thriller
Mission: Impossible (1996),Action Adventure Mystery Thriller
Clerks (1994),Comedy
Lethal Weapon 2 (1989),Action Comedy Crime Drama
Grease (1978),Comedy Musical Romance
Cashback (2006),Comedy Drama Romance
Innerspace (1987),Action Adventure Comedy Sci-Fi
Star Trek IV: The Voyage Home (1986),Adventure Comedy Sci-Fi
The Dressmaker (2015),Comedy Drama Thriller
Leatherheads (2008),Comedy Drama Romance
"Muppet Movie, The (1979)",Adventure Children Comedy Musical
"House of the Spirits, The (1993)",Drama Romance
Men in Black III (M.III.B.) (M.I.B.³) (2012),Action Comedy Sci-Fi IMAX
Dead Man Walking (1995),Crime Drama
Once (2006),Drama Musical Romance
"Boy Who Could Fly, The (1986)",Drama Fantasy
Escape from the Planet of the Apes (1971),Action Sci-Fi
How to Lose a Guy in 10 Days (2003),Comedy Romance
I Saw What You Did (1965),Thriller
"Life and Times of Allen Ginsberg, The (1994)",Documentary
Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy Crime Drama Thriller
My Super Ex-Girlfriend (2006),Comedy Fantasy Romance
"Lord of the Rings: The Return of the King, The (2003)",Action Adventure Drama Fantasy
Harold and Maude (1971),Comedy Drama Romance
"Green Mile, The (1999)",Crime Drama
"War, The (1994)",Adventure Drama War
"Magnificent Seven, The (1960)",Adventure Western
Won't You Be My Neighbor? (2018),Documentary
15 Minutes (2001),Thriller
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure Drama Fantasy Romance
Citizenfour (2014),Documentary
Sleuth (1972),Comedy Mystery Thriller
Arthur and the Invisibles (2007),Action Children Fantasy
Stand by Me (1986),Adventure Drama
How to Survive a Plague (2012),Documentary
Spider-Man (2002),Action Adventure Sci-Fi Thriller
Capote (2005),Crime Drama
"Specialist, The (1994)",Action Drama Thriller
Life (2017),Horror Sci-Fi Thriller
Pitch Black (2000),Horror Sci-Fi Thriller
Star Trek (2009),Action Adventure Sci-Fi IMAX
To Gillian on Her 37th Birthday (1996),Drama Romance
Late Night (2019),Comedy Drama
Species (1995),Horror Sci-Fi
Aliens (1986),Action Adventure Horror Sci-Fi
Heavenly Creatures (1994),Crime Drama
"French Connection, The (1971)",Action Crime Thriller
Jerry Maguire (1996),Drama Romance
Dr. Horrible's Sing-Along Blog (2008),Comedy Drama Musical Sci-Fi
Mean Creek (2004),Drama Thriller
"Bug's Life, A (1998)",Adventure Animation Children Comedy
"Karate Kid, Part III, The (1989)",Action Adventure Children Drama
To Kill a Mockingbird (1962),Drama
Hilary and Jackie (1998),Drama
"Goonies, The (1985)",Action Adventure Children Comedy Fantasy
"Omen, The (2006)",Horror Thriller
Hansel & Gretel: Witch Hunters (2013),Action Fantasy Horror IMAX
Overlord (2018),Action Horror Sci-Fi Thriller War
Taxi (2015),Comedy Drama
Pretty in Pink (1986),Comedy Drama Romance
Little Women (1994),Drama
"Nightmare on Elm Street, A (1984)",Horror Thriller
Hercules (1997),Adventure Animation Children Comedy Musical
Interstate 60 (2002),Adventure Comedy Drama Fantasy Mystery Sci-Fi Thriller
Hardbodies (1984),Comedy
Show Me Love (Fucking Åmål) (1998),Drama Romance
"Magdalene Sisters, The (2002)",Drama
Charlie's Angels: Full Throttle (2003),Action Adventure Comedy Crime Thriller
Blow (2001),Crime Drama
Bad Taste (1987),Comedy Horror Sci-Fi
Deep Impact (1998),Drama Sci-Fi Thriller
Wet Hot American Summer (2001),Comedy
In the Loop (2009),Comedy
Whiplash (2014),Drama
Furious 7 (2015),Action Crime Thriller
"Lives of Others, The (Das leben der Anderen) (2006)",Drama Romance Thriller
"Matrix, The (1999)",Action Sci-Fi Thriller
Escape from Alcatraz (1979),Drama Thriller
Detour (1945),Crime Film-Noir
"Full Monty, The (1997)",Comedy Drama
Cowboys & Aliens (2011),Action Sci-Fi Thriller Western IMAX
Office Space (1999),Comedy Crime
"Fly, The (1958)",Horror Mystery Sci-Fi
Love Actually (2003),Comedy Drama Romance
Wedding Crashers (2005),Comedy Romance
Young Frankenstein (1974),Comedy Fantasy
Easy A (2010),Comedy Romance
Raging Bull (1980),Drama
Harley Davidson and the Marlboro Man (1991),Action Crime Drama
Crash (2004),Crime Drama
Pirates of the Caribbean: Dead Man's Chest (2006),Action Adventure Fantasy
College Road Trip (2008),Comedy
Manon of the Spring (Manon des sources) (1986),Drama
Kika (1993),Comedy Drama
Legend (1985),Adventure Fantasy Romance
Priest (2011),Action Horror Sci-Fi Thriller
"Mummy, The (1999)",Action Adventure Comedy Fantasy Horror Thriller
City by the Sea (2002),Crime Drama
Diamonds Are Forever (1971),Action Adventure Thriller
After the Sunset (2004),Action Adventure Comedy Crime Thriller
Toy Story 2 (1999),Adventure Animation Children Comedy Fantasy
"Grand Budapest Hotel, The (2014)",Comedy Drama
Triumph of the Spirit (1989),Drama
Psycho (1960),Crime Horror
Four Weddings and a Funeral (1994),Comedy Romance
Blue Velvet (1986),Drama Mystery Thriller
Lucy (2014),Action Sci-Fi
Until the End of the World (Bis ans Ende der Welt) (1991),Adventure Drama Sci-Fi
Little Shop of Horrors (1986),Comedy Horror Musical
Walk Hard: The Dewey Cox Story (2007),Comedy Musical
Bread and Chocolate (Pane e cioccolata) (1973),Comedy Drama
Ichi the Killer (Koroshiya 1) (2001),Action Comedy Crime Drama Horror Thriller
Time After Time (1979),Sci-Fi Thriller
"Boondock Saints, The (2000)",Action Crime Drama Thriller
Dallas Buyers Club (2013),Drama
Immortel (ad vitam) (Immortal) (2004),Action Adventure Animation Fantasy Sci-Fi
Searching (2018),Drama
Lars and the Real Girl (2007),Comedy Drama
Hollow Man (2000),Horror Sci-Fi Thriller
Battle Royale (Batoru rowaiaru) (2000),Action Drama Horror Thriller
Fatal Instinct (1993),Comedy
Knocked Up (2007),Comedy Drama Romance
Saved! (2004),Comedy Drama
Resident Evil (2002),Action Horror Sci-Fi Thriller
"Jerk, The (1979)",Comedy
*batteries not included (1987),Children Comedy Fantasy Sci-Fi
"Man Who Wasn't There, The (2001)",Crime Drama
Afterlife (2014),Comedy Drama
Dawn of the Dead (1978),Action Drama Horror
"Music Man, The (1962)",Children Comedy Musical Romance
Just Cause (1995),Mystery Thriller
Doctor Zhivago (1965),Drama Romance War
After Life (Wandafuru raifu) (1998),Drama Fantasy
"Joy Luck Club, The (1993)",Drama Romance
Home Alone (1990),Children Comedy
Hamlet (2000),Crime Drama Romance Thriller
Children of Men (2006),Action Adventure Drama Sci-Fi Thriller
East-West (Est-ouest) (1999),Drama Romance
Ice Age (2002),Adventure Animation Children Comedy
Captain America: The First Avenger (2011),Action Adventure Sci-Fi Thriller War
Tin Cup (1996),Comedy Drama Romance
Scarface (1983),Action Crime Drama
Sophie's Choice (1982),Drama
"Sound of Music, The (1965)",Musical Romance
Born on the Fourth of July (1989),Drama War
Repeaters (2010) ,Action Drama
Summer of Sam (1999),Drama
School of Rock (2003),Comedy Musical
Superbad (2007),Comedy
Return of the Killer Tomatoes! (1988),Comedy Horror Sci-Fi
V for Vendetta (2006),Action Sci-Fi Thriller IMAX
Inventing the Abbotts (1997),Drama Romance
Queens Logic (1991),Comedy Drama
Key Largo (1948),Crime Drama Film-Noir Thriller
Cookie's Fortune (1999),Comedy Drama
Madonna: Truth or Dare (1991),Documentary Musical
Sliding Doors (1998),Drama Romance
"Simple Plan, A (1998)",Crime Drama Thriller
Candyman (1992),Horror Thriller
Frenzy (1972),Thriller
Dangerous Minds (1995),Drama
Swiss Family Robinson (1960),Adventure Children
Dog Day Afternoon (1975),Crime Drama
Sense and Sensibility (1995),Drama Romance
"Vie en Rose, La (Môme, La) (2007)",Drama Musical
Inglorious Bastards (Quel maledetto treno blindato) (1978),Action Adventure Drama War
Arlington Road (1999),Thriller
Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime Drama Romance
"Eagle Has Landed, The (1976)",Drama War
Full Metal Jacket (1987),Drama War
Friday the 13th Part 3: 3D (1982),Horror
"Purple Rose of Cairo, The (1985)",Comedy Drama Fantasy Romance
Live Free or Die Hard (2007),Action Adventure Crime Thriller
French Kiss (1995),Action Comedy Romance
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery Sci-Fi Thriller
Calamity Jane (1953),Musical Western
Fletch (1985),Comedy Crime Mystery
"Devil and Max Devlin, The (1981)",Comedy Fantasy
Real Steel (2011),Action Drama Sci-Fi IMAX
Don Juan DeMarco (1995),Comedy Drama Romance
2012 (2009),Action Drama Sci-Fi Thriller
"Fly, The (1986)",Drama Horror Sci-Fi Thriller
Reel Injun (2009),Documentary
2001: A Space Odyssey (1968),Adventure Drama Sci-Fi
"Mask of Zorro, The (1998)",Action Comedy Romance
Rambo (Rambo 4) (2008),Action Drama Thriller War
Timecop (1994),Action Sci-Fi Thriller
Cape Fear (1962),Crime Drama Thriller
Into the Wild (2007),Action Adventure Drama
"Nightmare Before Christmas, The (1993)",Animation Children Fantasy Musical
The Butterfly Effect (2004),Drama Sci-Fi Thriller
Insomnia (2002),Action Crime Drama Mystery Thriller
Sudden Death (1995),Action
Top Gun (1986),Action Romance
Old Boy (2003),Mystery Thriller
Everyone Says I Love You (1996),Comedy Musical Romance
Mulan (1998),Adventure Animation Children Comedy Drama Musical Romance
Eyes Wide Shut (1999),Drama Mystery Thriller
Transformers: Revenge of the Fallen (2009),Action Adventure Sci-Fi IMAX
The Imitation Game (2014),Drama Thriller War
Wallace & Gromit: A Close Shave (1995),Animation Children Comedy
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure Drama
"Country Bears, The (2002)",Children Comedy
Vacancy (2007),Horror Thriller
"Score, The (2001)",Action Drama
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
Serendipity (2001),Comedy Romance
"Time to Kill, A (1996)",Drama Thriller
Gravity (2013),Action Sci-Fi IMAX
Barton Fink (1991),Drama Thriller
"Blue Umbrella, The (2013)",Animation
Paper Moon (1973),Comedy Crime Drama
Beverly Hills Cop III (1994),Action Comedy Crime Thriller
Nine to Five (a.k.a. 9 to 5) (1980),Comedy Crime
Who Framed Roger Rabbit? (1988),Adventure Animation Children Comedy Crime Fantasy Mystery
"Planes, Trains & Automobiles (1987)",Comedy
Space Jam (1996),Adventure Animation Children Comedy Fantasy Sci-Fi
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action Adventure Animation Children Fantasy Sci-Fi
Click (2006),Adventure Comedy Drama Fantasy Romance
Secret Window (2004),Mystery Thriller
Friends & Lovers (1999),Comedy Drama Romance
Children of the Corn IV: The Gathering (1996),Horror
Buena Vista Social Club (1999),Documentary Musical
Village of the Damned (1960),Horror Sci-Fi Thriller
AVPR: Aliens vs. Predator - Requiem (2007),Action Horror Sci-Fi
Panic Room (2002),Thriller
"Royal Tenenbaums, The (2001)",Comedy Drama
Beerfest (2006),Comedy
Unfaithful (2002),Drama Thriller
Bolt (2008),Action Adventure Animation Children Comedy
Super Mario Bros. (1993),Action Adventure Children Comedy Fantasy Sci-Fi
"Prestige, The (2006)",Drama Mystery Sci-Fi Thriller
Fantasia (1940),Animation Children Fantasy Musical
Star Trek: First Contact (1996),Action Adventure Sci-Fi Thriller
Thinner (1996),Horror Thriller
The Nile Hilton Incident (2017),Drama Thriller
"Education, An (2009)",Drama Romance
Remember the Titans (2000),Drama
Lady and the Tramp (1955),Animation Children Comedy Romance
Swordfish (2001),Action Crime Drama
Joe's Apartment (1996),Comedy Fantasy Musical
Being There (1979),Comedy Drama
WALL·E (2008),Adventure Animation Children Romance Sci-Fi
Somewhere in Time (1980),Drama Romance
12 Angry Men (1957),Drama
"Das Experiment (Experiment, The) (2001)",Drama Thriller
Tenacious D in The Pick of Destiny (2006),Adventure Comedy Musical
Erin Brockovich (2000),Drama
Last Action Hero (1993),Action Adventure Comedy Fantasy
Do the Right Thing (1989),Drama
Mary Reilly (1996),Drama Horror Thriller
Falling Down (1993),Action Drama
"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",Documentary War
The Danish Girl (2015),Drama
Barb Wire (1996),Action Sci-Fi
"Big Lebowski, The (1998)",Comedy Crime
Terminator Salvation (2009),Action Adventure Sci-Fi Thriller
"Indian in the Cupboard, The (1995)",Adventure Children Fantasy
Robot Holocaust (1986),Sci-Fi
Harry Potter and the Order of the Phoenix (2007),Adventure Drama Fantasy IMAX
Scaramouche (1952),Adventure Romance
"Bucket List, The (2007)",Comedy Drama
October Sky (1999),Drama
Rocky III (1982),Action Drama
"Hustler, The (1961)",Drama
Spellbound (2002),Documentary
Shallow Hal (2001),Comedy Fantasy Romance
"Fisher King, The (1991)",Comedy Drama Fantasy Romance
Rules of Engagement (2000),Drama Thriller
Pan (2015),Adventure Children Fantasy
Kiss the Girls (1997),Crime Drama Mystery Thriller
L.A. Confidential (1997),Crime Film-Noir Mystery Thriller
